path,label
flowers\dandelion\dandelion_571.jpg,dandelion
flowers\dandelion\dandelion_441.jpg,dandelion
flowers\water_lily\water_lily_215.jpg,water_lily
flowers\lavender\lavender_447.jpeg,lavender
flowers\calendula\calendula_461.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_744.jpg,black_eyed_susan
flowers\orchid\orchid_61.jpg,orchid
flowers\coreopsis\coreopsis_1008.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_761.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_693.jpg,black_eyed_susan
flowers\common_daisy\daisy_286.jpg,common_daisy
flowers\sunflower\sunflower_600.jpg,sunflower
flowers\iris\iris_885.jpg,iris
flowers\iris\iris_598.jpg,iris
flowers\orchid\orchid_269.jpg,orchid
flowers\calendula\calendula_597.jpg,calendula
flowers\bellflower\bellflower_347.jpg,bellflower
flowers\rose\rose_710.jpg,rose
flowers\lotus\lotus_396.jpg,lotus
flowers\water_lily\water_lily_817.jpg,water_lily
flowers\dandelion\dandelion_960.jpg,dandelion
flowers\bellflower\bellflower_290.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_701.jpg,black_eyed_susan
flowers\dandelion\dandelion_160.jpg,dandelion
flowers\lavender\lavender_383.jpeg,lavender
flowers\common_daisy\daisy_915.jpg,common_daisy
flowers\calendula\calendula_338.jpg,calendula
flowers\water_lily\water_lily_442.jpg,water_lily
flowers\tulip\tulip_32.jpg,tulip
flowers\coreopsis\coreopsis_371.jpg,coreopsis
flowers\dandelion\dandelion_72.jpg,dandelion
flowers\calendula\calendula_868.jpg,calendula
flowers\orchid\orchid_224.jpg,orchid
flowers\bellflower\bellflower_858.jpg,bellflower
flowers\rose\rose_345.jpg,rose
flowers\orchid\orchid_139.jpg,orchid
flowers\iris\iris_531.jpg,iris
flowers\common_daisy\daisy_825.jpg,common_daisy
flowers\coreopsis\coreopsis_974.jpg,coreopsis
flowers\lotus\lotus_59.jpg,lotus
flowers\iris\iris_744.jpg,iris
flowers\calendula\calendula_923.jpg,calendula
flowers\water_lily\water_lily_629.jpg,water_lily
flowers\tulip\tulip_544.jpg,tulip
flowers\magnolia\magnolia_769.jpg,magnolia
flowers\calendula\calendula_955.jpg,calendula
flowers\calendula\calendula_726.jpg,calendula
flowers\daffodil\daffodil_953.jpg,daffodil
flowers\rose\rose_73.jpg,rose
flowers\california_poppy\california_poppy_719.jpg,california_poppy
flowers\tulip\tulip_855.jpg,tulip
flowers\bellflower\bellflower_65.jpg,bellflower
flowers\california_poppy\california_poppy_736.jpg,california_poppy
flowers\sunflower\sunflower_556.jpg,sunflower
flowers\calendula\calendula_714.jpg,calendula
flowers\magnolia\magnolia_394.jpg,magnolia
flowers\coreopsis\coreopsis_574.jpg,coreopsis
flowers\coreopsis\coreopsis_729.jpg,coreopsis
flowers\lotus\lotus_459.jpg,lotus
flowers\calendula\calendula_854.jpg,calendula
flowers\magnolia\magnolia_986.jpg,magnolia
flowers\lotus\lotus_104.jpg,lotus
flowers\orchid\orchid_338.jpg,orchid
flowers\black_eyed_susan\black_eyed_susan_584.jpg,black_eyed_susan
flowers\iris\iris_195.jpg,iris
flowers\rose\rose_573.jpg,rose
flowers\calendula\calendula_734.jpg,calendula
flowers\tulip\tulip_857.jpg,tulip
flowers\magnolia\magnolia_884.jpg,magnolia
flowers\coreopsis\coreopsis_47.jpg,coreopsis
flowers\bellflower\bellflower_334.jpg,bellflower
flowers\california_poppy\california_poppy_461.jpg,california_poppy
flowers\water_lily\water_lily_237.jpg,water_lily
flowers\california_poppy\california_poppy_738.jpg,california_poppy
flowers\bellflower\bellflower_519.jpg,bellflower
flowers\coreopsis\coreopsis_994.jpg,coreopsis
flowers\daffodil\daffodil_514.jpg,daffodil
flowers\astilbe\astilbe_419.jpg,astilbe
flowers\orchid\orchid_394.jpg,orchid
flowers\coreopsis\coreopsis_30.jpg,coreopsis
flowers\sunflower\sunflower_504.jpg,sunflower
flowers\california_poppy\california_poppy_574.jpg,california_poppy
flowers\black_eyed_susan\black_eyed_susan_395.jpg,black_eyed_susan
flowers\water_lily\water_lily_533.jpg,water_lily
flowers\bellflower\bellflower_152.jpg,bellflower
flowers\lavender\lavender_82.jpg,lavender
flowers\daffodil\daffodil_704.jpg,daffodil
flowers\daffodil\daffodil_720.jpg,daffodil
flowers\iris\iris_244.jpg,iris
flowers\lavender\lavender_43.jpg,lavender
flowers\california_poppy\california_poppy_824.jpg,california_poppy
flowers\sunflower\sunflower_707.jpg,sunflower
flowers\calendula\calendula_238.jpg,calendula
flowers\lavender\lavender_417.jpeg,lavender
flowers\calendula\calendula_547.jpg,calendula
flowers\orchid\orchid_73.jpg,orchid
flowers\bellflower\bellflower_210.jpg,bellflower
flowers\orchid\orchid_46.jpg,orchid
flowers\water_lily\water_lily_856.jpg,water_lily
flowers\lotus\lotus_457.jpg,lotus
flowers\iris\iris_773.jpg,iris
flowers\orchid\orchid_42.jpg,orchid
flowers\sunflower\sunflower_1001.jpg,sunflower
flowers\coreopsis\coreopsis_124.jpg,coreopsis
flowers\dandelion\dandelion_366.jpg,dandelion
flowers\rose\rose_509.jpg,rose
flowers\water_lily\water_lily_345.jpg,water_lily
flowers\water_lily\water_lily_104.jpg,water_lily
flowers\sunflower\sunflower_86.jpg,sunflower
flowers\iris\iris_286.jpg,iris
flowers\water_lily\water_lily_159.jpg,water_lily
flowers\rose\rose_51.jpg,rose
flowers\tulip\tulip_242.jpg,tulip
flowers\iris\iris_103.jpg,iris
flowers\iris\iris_511.jpg,iris
flowers\common_daisy\daisy_327.jpg,common_daisy
flowers\coreopsis\coreopsis_562.jpg,coreopsis
flowers\iris\iris_1037.jpg,iris
flowers\dandelion\dandelion_699.jpg,dandelion
flowers\daffodil\daffodil_929.jpg,daffodil
flowers\dandelion\dandelion_209.jpg,dandelion
flowers\daffodil\daffodil_439.jpg,daffodil
flowers\california_poppy\california_poppy_812.jpg,california_poppy
flowers\daffodil\daffodil_628.jpg,daffodil
flowers\california_poppy\california_poppy_645.jpg,california_poppy
flowers\common_daisy\daisy_842.jpg,common_daisy
flowers\daffodil\daffodil_94.jpg,daffodil
flowers\lotus\lotus_289.jpg,lotus
flowers\magnolia\magnolia_1040.jpg,magnolia
flowers\water_lily\water_lily_409.jpg,water_lily
flowers\daffodil\daffodil_637.jpg,daffodil
flowers\lavender\lavender_231.jpeg,lavender
flowers\california_poppy\california_poppy_345.jpg,california_poppy
flowers\carnation\carnation_221.jpg,carnation
flowers\bellflower\bellflower_168.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_503.jpg,black_eyed_susan
flowers\calendula\calendula_57.jpg,calendula
flowers\lavender\lavender_23.jpg,lavender
flowers\carnation\carnation_906.jpg,carnation
flowers\common_daisy\daisy_623.jpg,common_daisy
flowers\sunflower\sunflower_934.jpg,sunflower
flowers\lavender\lavender_247.jpeg,lavender
flowers\california_poppy\california_poppy_24.jpg,california_poppy
flowers\black_eyed_susan\black_eyed_susan_765.jpg,black_eyed_susan
flowers\iris\iris_683.jpg,iris
flowers\magnolia\magnolia_820.jpg,magnolia
flowers\orchid\orchid_218.jpg,orchid
flowers\bellflower\bellflower_330.jpg,bellflower
flowers\carnation\carnation_861.jpg,carnation
flowers\rose\rose_539.jpg,rose
flowers\lavender\lavender_310.jpeg,lavender
flowers\common_daisy\daisy_188.jpg,common_daisy
flowers\orchid\orchid_147.jpg,orchid
flowers\lavender\lavender_316.jpeg,lavender
flowers\carnation\carnation_250.jpg,carnation
flowers\bellflower\bellflower_178.jpg,bellflower
flowers\california_poppy\california_poppy_379.jpg,california_poppy
flowers\tulip\tulip_79.jpg,tulip
flowers\carnation\carnation_750.jpg,carnation
flowers\black_eyed_susan\black_eyed_susan_525.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_707.jpg,black_eyed_susan
flowers\common_daisy\daisy_343.jpg,common_daisy
flowers\carnation\carnation_186.jpg,carnation
flowers\lavender\lavender_468.jpeg,lavender
flowers\calendula\calendula_233.jpg,calendula
flowers\california_poppy\california_poppy_464.jpg,california_poppy
flowers\sunflower\sunflower_210.jpg,sunflower
flowers\orchid\orchid_111.jpg,orchid
flowers\tulip\tulip_984.jpg,tulip
flowers\california_poppy\california_poppy_394.jpg,california_poppy
flowers\coreopsis\coreopsis_238.jpg,coreopsis
flowers\carnation\carnation_488.jpg,carnation
flowers\lotus\lotus_407.jpg,lotus
flowers\bellflower\bellflower_242.jpg,bellflower
flowers\rose\rose_916.jpg,rose
flowers\rose\rose_312.jpg,rose
flowers\sunflower\sunflower_762.jpg,sunflower
flowers\iris\iris_878.jpg,iris
flowers\calendula\calendula_835.jpg,calendula
flowers\calendula\calendula_403.jpg,calendula
flowers\astilbe\astilbe_82.jpg,astilbe
flowers\orchid\orchid_119.jpg,orchid
flowers\water_lily\water_lily_564.jpg,water_lily
flowers\carnation\carnation_51.jpg,carnation
flowers\coreopsis\coreopsis_820.jpg,coreopsis
flowers\tulip\tulip_35.jpg,tulip
flowers\water_lily\water_lily_630.jpg,water_lily
flowers\black_eyed_susan\black_eyed_susan_512.jpg,black_eyed_susan
flowers\coreopsis\coreopsis_882.jpg,coreopsis
flowers\bellflower\bellflower_755.jpg,bellflower
flowers\daffodil\daffodil_570.jpg,daffodil
flowers\water_lily\water_lily_16.jpg,water_lily
flowers\lotus\lotus_329.jpg,lotus
flowers\rose\rose_24.jpg,rose
flowers\calendula\calendula_369.jpg,calendula
flowers\black_eyed_susan\black_eyed_susan_220.jpg,black_eyed_susan
flowers\carnation\carnation_619.jpg,carnation
flowers\black_eyed_susan\black_eyed_susan_824.jpg,black_eyed_susan
flowers\bellflower\bellflower_640.jpg,bellflower
flowers\iris\iris_664.jpg,iris
flowers\rose\rose_325.jpg,rose
flowers\common_daisy\daisy_132.jpg,common_daisy
flowers\orchid\orchid_300.jpg,orchid
flowers\black_eyed_susan\black_eyed_susan_497.jpg,black_eyed_susan
flowers\dandelion\dandelion_1040.jpg,dandelion
flowers\california_poppy\california_poppy_530.jpg,california_poppy
flowers\carnation\carnation_33.jpg,carnation
flowers\sunflower\sunflower_1005.jpg,sunflower
flowers\bellflower\bellflower_568.jpg,bellflower
flowers\common_daisy\daisy_3.jpg,common_daisy
flowers\carnation\carnation_64.jpg,carnation
flowers\iris\iris_925.jpg,iris
flowers\dandelion\dandelion_1047.jpg,dandelion
flowers\black_eyed_susan\black_eyed_susan_423.jpg,black_eyed_susan
flowers\lotus\lotus_165.jpg,lotus
flowers\iris\iris_197.jpg,iris
flowers\common_daisy\daisy_200.jpg,common_daisy
flowers\lavender\lavender_15.jpg,lavender
flowers\bellflower\bellflower_675.jpg,bellflower
flowers\rose\rose_123.jpg,rose
flowers\daffodil\daffodil_779.jpg,daffodil
flowers\calendula\calendula_849.jpg,calendula
flowers\dandelion\dandelion_927.jpg,dandelion
flowers\orchid\orchid_457.jpg,orchid
flowers\carnation\carnation_580.jpg,carnation
flowers\lotus\lotus_130.jpg,lotus
flowers\common_daisy\daisy_24.jpg,common_daisy
flowers\common_daisy\daisy_278.jpg,common_daisy
flowers\lotus\lotus_217.jpg,lotus
flowers\carnation\carnation_148.jpg,carnation
flowers\coreopsis\coreopsis_780.jpg,coreopsis
flowers\sunflower\sunflower_53.jpg,sunflower
flowers\iris\iris_651.jpg,iris
flowers\calendula\calendula_367.jpg,calendula
flowers\lotus\lotus_278.jpg,lotus
flowers\magnolia\magnolia_655.jpg,magnolia
flowers\dandelion\dandelion_63.jpg,dandelion
flowers\carnation\carnation_584.jpg,carnation
flowers\common_daisy\daisy_333.jpg,common_daisy
flowers\california_poppy\california_poppy_897.jpg,california_poppy
flowers\rose\rose_786.jpg,rose
flowers\common_daisy\daisy_798.jpg,common_daisy
flowers\orchid\orchid_441.jpg,orchid
flowers\astilbe\astilbe_201.jpg,astilbe
flowers\common_daisy\daisy_720.jpg,common_daisy
flowers\black_eyed_susan\black_eyed_susan_158.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_216.jpg,black_eyed_susan
flowers\tulip\tulip_392.jpg,tulip
flowers\calendula\calendula_126.jpg,calendula
flowers\bellflower\bellflower_664.jpg,bellflower
flowers\orchid\orchid_339.jpg,orchid
flowers\orchid\orchid_442.jpg,orchid
flowers\calendula\calendula_374.jpg,calendula
flowers\calendula\calendula_189.jpg,calendula
flowers\calendula\calendula_870.jpg,calendula
flowers\daffodil\daffodil_725.jpg,daffodil
flowers\daffodil\daffodil_198.jpg,daffodil
flowers\common_daisy\daisy_753.jpg,common_daisy
flowers\tulip\tulip_868.jpg,tulip
flowers\lavender\lavender_72.jpg,lavender
flowers\dandelion\dandelion_632.jpg,dandelion
flowers\common_daisy\daisy_571.jpg,common_daisy
flowers\sunflower\sunflower_991.jpg,sunflower
flowers\common_daisy\daisy_515.jpg,common_daisy
flowers\astilbe\astilbe_120.jpg,astilbe
flowers\iris\iris_271.jpg,iris
flowers\iris\iris_603.jpg,iris
flowers\dandelion\dandelion_907.jpg,dandelion
flowers\sunflower\sunflower_1006.jpg,sunflower
flowers\tulip\tulip_21.jpg,tulip
flowers\lavender\lavender_325.jpeg,lavender
flowers\calendula\calendula_845.jpg,calendula
flowers\lotus\lotus_68.jpg,lotus
flowers\sunflower\sunflower_685.jpg,sunflower
flowers\california_poppy\california_poppy_835.jpg,california_poppy
flowers\rose\rose_452.jpg,rose
flowers\carnation\carnation_811.jpg,carnation
flowers\black_eyed_susan\black_eyed_susan_266.jpg,black_eyed_susan
flowers\california_poppy\california_poppy_425.jpg,california_poppy
flowers\iris\iris_991.jpg,iris
flowers\calendula\calendula_907.jpg,calendula
flowers\california_poppy\california_poppy_146.jpg,california_poppy
flowers\rose\rose_334.jpg,rose
flowers\lavender\lavender_278.jpeg,lavender
flowers\iris\iris_801.jpg,iris
flowers\astilbe\astilbe_14.jpg,astilbe
flowers\orchid\orchid_21.jpg,orchid
flowers\california_poppy\california_poppy_141.jpg,california_poppy
flowers\sunflower\sunflower_141.jpg,sunflower
flowers\water_lily\water_lily_262.jpg,water_lily
flowers\iris\iris_965.jpg,iris
flowers\iris\iris_231.jpg,iris
flowers\lavender\lavender_169.jpeg,lavender
flowers\tulip\tulip_44.jpg,tulip
flowers\lotus\lotus_307.jpg,lotus
flowers\magnolia\magnolia_295.jpg,magnolia
flowers\orchid\orchid_436.jpg,orchid
flowers\water_lily\water_lily_157.jpg,water_lily
flowers\dandelion\dandelion_759.jpg,dandelion
flowers\magnolia\magnolia_168.jpg,magnolia
flowers\dandelion\dandelion_702.jpg,dandelion
flowers\lavender\lavender_313.jpeg,lavender
flowers\magnolia\magnolia_733.jpg,magnolia
flowers\magnolia\magnolia_416.jpg,magnolia
flowers\daffodil\daffodil_426.jpg,daffodil
flowers\water_lily\water_lily_379.jpg,water_lily
flowers\calendula\calendula_440.jpg,calendula
flowers\dandelion\dandelion_930.jpg,dandelion
flowers\sunflower\sunflower_1027.jpg,sunflower
flowers\carnation\carnation_189.jpg,carnation
flowers\lavender\lavender_419.jpeg,lavender
flowers\rose\rose_791.jpg,rose
flowers\dandelion\dandelion_773.jpg,dandelion
flowers\dandelion\dandelion_781.jpg,dandelion
flowers\orchid\orchid_342.jpg,orchid
flowers\lotus\lotus_159.jpg,lotus
flowers\orchid\orchid_272.jpg,orchid
flowers\rose\rose_779.jpg,rose
flowers\magnolia\magnolia_943.jpg,magnolia
flowers\orchid\orchid_58.jpg,orchid
flowers\water_lily\water_lily_79.jpg,water_lily
flowers\daffodil\daffodil_231.jpg,daffodil
flowers\water_lily\water_lily_666.jpg,water_lily
flowers\rose\rose_318.jpg,rose
flowers\water_lily\water_lily_205.jpg,water_lily
flowers\common_daisy\daisy_151.jpg,common_daisy
flowers\dandelion\dandelion_390.jpg,dandelion
flowers\bellflower\bellflower_777.jpg,bellflower
flowers\black_eyed_susan\black_eyed_susan_874.jpg,black_eyed_susan
flowers\lavender\lavender_292.jpeg,lavender
flowers\daffodil\daffodil_486.jpg,daffodil
flowers\astilbe\astilbe_40.jpg,astilbe
flowers\lotus\lotus_406.jpg,lotus
flowers\sunflower\sunflower_147.jpg,sunflower
flowers\daffodil\daffodil_560.jpg,daffodil
flowers\calendula\calendula_948.jpg,calendula
flowers\astilbe\astilbe_167.jpg,astilbe
flowers\tulip\tulip_290.jpg,tulip
flowers\black_eyed_susan\black_eyed_susan_835.jpg,black_eyed_susan
flowers\lotus\lotus_348.jpg,lotus
flowers\orchid\orchid_267.jpg,orchid
flowers\rose\rose_165.jpg,rose
flowers\coreopsis\coreopsis_734.jpg,coreopsis
flowers\orchid\orchid_30.jpg,orchid
flowers\lotus\lotus_10.jpg,lotus
flowers\california_poppy\california_poppy_743.jpg,california_poppy
flowers\dandelion\dandelion_142.jpg,dandelion
flowers\sunflower\sunflower_966.jpg,sunflower
flowers\lavender\lavender_153.jpeg,lavender
flowers\calendula\calendula_860.jpg,calendula
flowers\rose\rose_556.jpg,rose
flowers\daffodil\daffodil_374.jpg,daffodil
flowers\carnation\carnation_234.jpg,carnation
flowers\iris\iris_455.jpg,iris
flowers\rose\rose_104.jpg,rose
flowers\lavender\lavender_3.jpg,lavender
flowers\common_daisy\daisy_119.jpg,common_daisy
flowers\lavender\lavender_378.jpeg,lavender
flowers\california_poppy\california_poppy_999.jpg,california_poppy
flowers\carnation\carnation_191.jpg,carnation
flowers\dandelion\dandelion_958.jpg,dandelion
flowers\bellflower\bellflower_719.jpg,bellflower
flowers\bellflower\bellflower_558.jpg,bellflower
flowers\rose\rose_478.jpg,rose
flowers\coreopsis\coreopsis_833.jpg,coreopsis
flowers\orchid\orchid_140.jpg,orchid
flowers\lotus\lotus_179.jpg,lotus
flowers\tulip\tulip_377.jpg,tulip
flowers\california_poppy\california_poppy_302.jpg,california_poppy
flowers\iris\iris_1002.jpg,iris
flowers\bellflower\bellflower_543.jpg,bellflower
flowers\sunflower\sunflower_71.jpg,sunflower
flowers\magnolia\magnolia_452.jpg,magnolia
flowers\sunflower\sunflower_65.jpg,sunflower
flowers\california_poppy\california_poppy_109.jpg,california_poppy
flowers\lavender\lavender_320.jpeg,lavender
flowers\calendula\calendula_720.jpg,calendula
flowers\bellflower\bellflower_196.jpg,bellflower
flowers\lavender\lavender_340.jpeg,lavender
flowers\carnation\carnation_101.jpg,carnation
flowers\astilbe\astilbe_530.jpg,astilbe
flowers\bellflower\bellflower_63.jpg,bellflower
flowers\sunflower\sunflower_818.jpg,sunflower
flowers\iris\iris_945.jpg,iris
flowers\lavender\lavender_111.jpeg,lavender
flowers\bellflower\bellflower_8.jpg,bellflower
flowers\bellflower\bellflower_448.jpg,bellflower
flowers\coreopsis\coreopsis_414.jpg,coreopsis
flowers\water_lily\water_lily_347.jpg,water_lily
flowers\magnolia\magnolia_315.jpg,magnolia
flowers\lavender\lavender_318.jpeg,lavender
flowers\carnation\carnation_554.jpg,carnation
flowers\lotus\lotus_458.jpg,lotus
flowers\sunflower\sunflower_357.jpg,sunflower
flowers\lavender\lavender_265.jpeg,lavender
flowers\iris\iris_435.jpg,iris
flowers\orchid\orchid_53.jpg,orchid
flowers\bellflower\bellflower_691.jpg,bellflower
flowers\lotus\lotus_167.jpg,lotus
flowers\water_lily\water_lily_300.jpg,water_lily
flowers\black_eyed_susan\black_eyed_susan_390.jpg,black_eyed_susan
flowers\orchid\orchid_41.jpg,orchid
flowers\lotus\lotus_268.jpg,lotus
flowers\lotus\lotus_416.jpg,lotus
flowers\bellflower\bellflower_279.jpg,bellflower
flowers\california_poppy\california_poppy_20.jpg,california_poppy
flowers\tulip\tulip_1002.jpg,tulip
flowers\carnation\carnation_291.jpg,carnation
flowers\sunflower\sunflower_478.jpg,sunflower
flowers\water_lily\water_lily_432.jpg,water_lily
flowers\iris\iris_24.jpg,iris
flowers\common_daisy\daisy_42.jpg,common_daisy
flowers\astilbe\astilbe_498.jpg,astilbe
flowers\iris\iris_907.jpg,iris
flowers\common_daisy\daisy_354.jpg,common_daisy
flowers\astilbe\astilbe_475.jpg,astilbe
flowers\tulip\tulip_711.jpg,tulip
flowers\common_daisy\daisy_159.jpg,common_daisy
flowers\orchid\orchid_130.jpg,orchid
flowers\water_lily\water_lily_812.jpg,water_lily
flowers\daffodil\daffodil_24.jpg,daffodil
flowers\california_poppy\california_poppy_593.jpg,california_poppy
flowers\astilbe\astilbe_84.jpg,astilbe
flowers\magnolia\magnolia_28.jpg,magnolia
flowers\lavender\lavender_420.jpeg,lavender
flowers\rose\rose_491.jpg,rose
flowers\california_poppy\california_poppy_347.jpg,california_poppy
flowers\rose\rose_240.jpg,rose
flowers\calendula\calendula_919.jpg,calendula
flowers\lavender\lavender_135.jpeg,lavender
flowers\rose\rose_882.jpg,rose
flowers\water_lily\water_lily_247.jpg,water_lily
flowers\iris\iris_580.jpg,iris
flowers\coreopsis\coreopsis_353.jpg,coreopsis
flowers\astilbe\astilbe_487.jpg,astilbe
flowers\coreopsis\coreopsis_384.jpg,coreopsis
flowers\magnolia\magnolia_169.jpg,magnolia
flowers\california_poppy\california_poppy_212.jpg,california_poppy
flowers\water_lily\water_lily_173.jpg,water_lily
flowers\bellflower\bellflower_710.jpg,bellflower
flowers\orchid\orchid_279.jpg,orchid
flowers\sunflower\sunflower_528.jpg,sunflower
flowers\calendula\calendula_505.jpg,calendula
flowers\magnolia\magnolia_770.jpg,magnolia
flowers\water_lily\water_lily_223.jpg,water_lily
flowers\magnolia\magnolia_408.jpg,magnolia
flowers\bellflower\bellflower_145.jpg,bellflower
flowers\coreopsis\coreopsis_251.jpg,coreopsis
flowers\coreopsis\coreopsis_621.jpg,coreopsis
flowers\tulip\tulip_203.jpg,tulip
flowers\orchid\orchid_47.jpg,orchid
flowers\water_lily\water_lily_917.jpg,water_lily
flowers\magnolia\magnolia_749.jpg,magnolia
flowers\coreopsis\coreopsis_208.jpg,coreopsis
flowers\iris\iris_252.jpg,iris
flowers\dandelion\dandelion_1029.jpg,dandelion
flowers\rose\rose_600.jpg,rose
flowers\rose\rose_749.jpg,rose
flowers\carnation\carnation_669.jpg,carnation
flowers\lavender\lavender_436.jpeg,lavender
flowers\water_lily\water_lily_373.jpg,water_lily
flowers\orchid\orchid_483.jpg,orchid
flowers\magnolia\magnolia_550.jpg,magnolia
flowers\daffodil\daffodil_907.jpg,daffodil
flowers\sunflower\sunflower_918.jpg,sunflower
flowers\orchid\orchid_81.jpg,orchid
flowers\black_eyed_susan\black_eyed_susan_392.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_302.jpg,black_eyed_susan
flowers\dandelion\dandelion_493.jpg,dandelion
flowers\bellflower\bellflower_402.jpg,bellflower
flowers\coreopsis\coreopsis_736.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_636.jpg,black_eyed_susan
flowers\lavender\lavender_346.jpeg,lavender
flowers\carnation\carnation_483.jpg,carnation
flowers\astilbe\astilbe_103.jpg,astilbe
flowers\water_lily\water_lily_770.jpg,water_lily
flowers\sunflower\sunflower_202.jpg,sunflower
flowers\rose\rose_886.jpg,rose
flowers\tulip\tulip_177.jpg,tulip
flowers\common_daisy\daisy_596.jpg,common_daisy
flowers\carnation\carnation_474.jpg,carnation
flowers\astilbe\astilbe_237.jpg,astilbe
flowers\magnolia\magnolia_685.jpg,magnolia
flowers\sunflower\sunflower_436.jpg,sunflower
flowers\orchid\orchid_409.jpg,orchid
flowers\dandelion\dandelion_857.jpg,dandelion
flowers\sunflower\sunflower_955.jpg,sunflower
flowers\california_poppy\california_poppy_495.jpg,california_poppy
flowers\orchid\orchid_54.jpg,orchid
flowers\lavender\lavender_428.jpeg,lavender
flowers\carnation\carnation_845.jpg,carnation
flowers\magnolia\magnolia_235.jpg,magnolia
flowers\orchid\orchid_347.jpg,orchid
flowers\black_eyed_susan\black_eyed_susan_128.jpg,black_eyed_susan
flowers\calendula\calendula_114.jpg,calendula
flowers\tulip\tulip_136.jpg,tulip
flowers\calendula\calendula_717.jpg,calendula
flowers\daffodil\daffodil_507.jpg,daffodil
flowers\california_poppy\california_poppy_226.jpg,california_poppy
flowers\magnolia\magnolia_1.jpg,magnolia
flowers\orchid\orchid_14.jpg,orchid
flowers\orchid\orchid_295.jpg,orchid
flowers\lavender\lavender_199.jpeg,lavender
flowers\iris\iris_136.jpg,iris
flowers\tulip\tulip_952.jpg,tulip
flowers\magnolia\magnolia_497.jpg,magnolia
flowers\bellflower\bellflower_93.jpg,bellflower
flowers\sunflower\sunflower_249.jpg,sunflower
flowers\water_lily\water_lily_377.jpg,water_lily
flowers\lotus\lotus_330.jpg,lotus
flowers\tulip\tulip_234.jpg,tulip
flowers\dandelion\dandelion_692.jpg,dandelion
flowers\black_eyed_susan\black_eyed_susan_493.jpg,black_eyed_susan
flowers\magnolia\magnolia_111.jpg,magnolia
flowers\lavender\lavender_181.jpeg,lavender
flowers\california_poppy\california_poppy_679.jpg,california_poppy
flowers\common_daisy\daisy_524.jpg,common_daisy
flowers\common_daisy\daisy_913.jpg,common_daisy
flowers\bellflower\bellflower_305.jpg,bellflower
flowers\lotus\lotus_62.jpg,lotus
flowers\lotus\lotus_321.jpg,lotus
flowers\daffodil\daffodil_820.jpg,daffodil
flowers\rose\rose_186.jpg,rose
flowers\coreopsis\coreopsis_111.jpg,coreopsis
flowers\daffodil\daffodil_480.jpg,daffodil
flowers\magnolia\magnolia_796.jpg,magnolia
flowers\daffodil\daffodil_128.jpg,daffodil
flowers\common_daisy\daisy_786.jpg,common_daisy
flowers\lotus\lotus_333.jpg,lotus
flowers\iris\iris_1019.jpg,iris
flowers\orchid\orchid_380.jpg,orchid
flowers\coreopsis\coreopsis_909.jpg,coreopsis
flowers\california_poppy\california_poppy_817.jpg,california_poppy
flowers\magnolia\magnolia_326.jpg,magnolia
flowers\black_eyed_susan\black_eyed_susan_530.jpg,black_eyed_susan
flowers\water_lily\water_lily_196.jpg,water_lily
flowers\lavender\lavender_22.jpg,lavender
flowers\iris\iris_139.jpg,iris
flowers\common_daisy\daisy_759.jpg,common_daisy
flowers\daffodil\daffodil_45.jpg,daffodil
flowers\calendula\calendula_58.jpg,calendula
flowers\dandelion\dandelion_179.jpg,dandelion
flowers\magnolia\magnolia_632.jpg,magnolia
flowers\carnation\carnation_466.jpg,carnation
flowers\california_poppy\california_poppy_703.jpg,california_poppy
flowers\water_lily\water_lily_336.jpg,water_lily
flowers\black_eyed_susan\black_eyed_susan_109.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_936.jpg,black_eyed_susan
flowers\black_eyed_susan\black_eyed_susan_509.jpg,black_eyed_susan
flowers\carnation\carnation_379.jpg,carnation
flowers\iris\iris_706.jpg,iris
flowers\magnolia\magnolia_710.jpg,magnolia
flowers\california_poppy\california_poppy_959.jpg,california_poppy
flowers\lotus\lotus_214.jpg,lotus
flowers\california_poppy\california_poppy_325.jpg,california_poppy
flowers\orchid\orchid_438.jpg,orchid
flowers\dandelion\dandelion_1051.jpg,dandelion
flowers\dandelion\dandelion_1043.jpg,dandelion
flowers\daffodil\daffodil_911.jpg,daffodil
flowers\california_poppy\california_poppy_754.jpg,california_poppy
flowers\carnation\carnation_328.jpg,carnation
flowers\magnolia\magnolia_118.jpg,magnolia
flowers\iris\iris_431.jpg,iris
flowers\coreopsis\coreopsis_959.jpg,coreopsis
flowers\orchid\orchid_332.jpg,orchid
flowers\water_lily\water_lily_369.jpg,water_lily
flowers\magnolia\magnolia_247.jpg,magnolia
flowers\calendula\calendula_234.jpg,calendula
flowers\coreopsis\coreopsis_274.jpg,coreopsis
flowers\black_eyed_susan\black_eyed_susan_733.jpg,black_eyed_susan
flowers\lavender\lavender_126.jpeg,lavender
flowers\common_daisy\daisy_473.jpg,common_daisy
